,START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,DURATION
634,2016-08-07 18:17:00,2016-08-07 18:23:00,Business,Cary,Morrisville,2.5,Missing_val,0 days 00:06:00
635,2016-08-07 20:15:00,2016-08-07 20:23:00,Business,Morrisville,Cary,2.5,Meal/Entertain,0 days 00:08:00
636,2016-08-08 16:17:00,2016-08-08 16:31:00,Business,Whitebridge,Farmington Woods,5.2,Missing_val,0 days 00:14:00
637,2016-08-08 16:37:00,2016-08-08 16:50:00,Business,Farmington Woods,Edgehill Farms,4.0,Missing_val,0 days 00:13:00
638,2016-08-08 17:02:00,2016-08-08 17:13:00,Business,Edgehill Farms,Whitebridge,2.7,Customer Visit,0 days 00:11:00
639,2016-08-08 21:50:00,2016-08-08 22:15:00,Business,Cary,Morrisville,4.8,Missing_val,0 days 00:25:00
640,2016-08-08 23:28:00,2016-08-08 23:37:00,Business,Morrisville,Cary,3.2,Customer Visit,0 days 00:09:00
641,2016-08-09 14:20:00,2016-08-09 14:38:00,Business,Whitebridge,Waverly Place,6.9,Missing_val,0 days 00:18:00
642,2016-08-09 15:15:00,2016-08-09 15:36:00,Business,Cary,Raleigh,14.9,Missing_val,0 days 00:21:00
643,2016-08-09 16:04:00,2016-08-09 16:37:00,Business,Raleigh,Cary,17.4,Missing_val,0 days 00:33:00
644,2016-08-10 16:56:00,2016-08-10 17:24:00,Business,Cary,Durham,12.9,Missing_val,0 days 00:28:00
645,2016-08-10 17:53:00,2016-08-10 18:28:00,Business,Durham,Apex,15.3,Missing_val,0 days 00:35:00
646,2016-08-10 18:49:00,2016-08-10 18:50:00,Business,Apex,Apex,1.0,Missing_val,0 days 00:01:00
647,2016-08-10 19:47:00,2016-08-10 20:02:00,Business,Apex,Cary,6.0,Missing_val,0 days 00:15:00
648,2016-08-11 12:53:00,2016-08-11 13:00:00,Business,Whitebridge,Heritage Pines,2.2,Missing_val,0 days 00:07:00
649,2016-08-11 13:14:00,2016-08-11 13:28:00,Business,Heritage Pines,Edgehill Farms,4.4,Missing_val,0 days 00:14:00
650,2016-08-11 13:32:00,2016-08-11 13:42:00,Business,Edgehill Farms,Whitebridge,2.8,Missing_val,0 days 00:10:00
651,2016-08-11 18:37:00,2016-08-11 19:29:00,Business,Cary,Wake Forest,31.7,Missing_val,0 days 00:52:00
652,2016-08-11 20:59:00,2016-08-11 21:44:00,Business,Wake Forest,Cary,31.9,Missing_val,0 days 00:45:00
653,2016-08-12 18:49:00,2016-08-12 18:52:00,Business,Whitebridge,Westpark Place,1.9,Missing_val,0 days 00:03:00
654,2016-08-12 18:56:00,2016-08-12 19:05:00,Business,Westpark Place,Whitebridge,1.8,Missing_val,0 days 00:09:00
655,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Morrisville,8.4,Meeting,0 days 00:19:19.571428571
656,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,R?walpindi,Unknown Location,15.6,Missing_val,0 days 00:19:19.571428571
657,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,14.1,Missing_val,0 days 00:19:19.571428571
658,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,15.7,Missing_val,0 days 00:19:19.571428571
659,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,25.9,Temporary Site,0 days 00:19:19.571428571
660,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,7.9,Missing_val,0 days 00:19:19.571428571
661,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,2.7,Missing_val,0 days 00:19:19.571428571
662,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,5.5,Missing_val,0 days 00:19:19.571428571
663,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Islamabad,5.7,Missing_val,0 days 00:19:19.571428571
664,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Islamabad,Islamabad,1.2,Missing_val,0 days 00:19:19.571428571
665,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Islamabad,Unknown Location,5.7,Temporary Site,0 days 00:19:19.571428571
666,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,16.2,Missing_val,0 days 00:19:19.571428571
667,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,2.6,Missing_val,0 days 00:19:19.571428571
668,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,12.1,Missing_val,0 days 00:19:19.571428571
669,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,R?walpindi,1.4,Missing_val,0 days 00:19:19.571428571
670,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,R?walpindi,Islamabad,6.4,Missing_val,0 days 00:19:19.571428571
671,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Islamabad,Unknown Location,7.3,Missing_val,0 days 00:19:19.571428571
672,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,5.3,Missing_val,0 days 00:19:19.571428571
673,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,5.5,Missing_val,0 days 00:19:19.571428571
674,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,7.7,Temporary Site,0 days 00:19:19.571428571
675,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,7.6,Temporary Site,0 days 00:19:19.571428571
676,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Noorpur Shahan,7.6,Missing_val,0 days 00:19:19.571428571
677,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Noorpur Shahan,Islamabad,3.3,Missing_val,0 days 00:19:19.571428571
678,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Islamabad,R?walpindi,6.5,Missing_val,0 days 00:19:19.571428571
679,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,R?walpindi,Unknown Location,2.0,Missing_val,0 days 00:19:19.571428571
680,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Islamabad,5.7,Missing_val,0 days 00:19:19.571428571
681,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Islamabad,Islamabad,3.2,Missing_val,0 days 00:19:19.571428571
682,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Islamabad,Unknown Location,12.5,Missing_val,0 days 00:19:19.571428571
683,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,7.6,Airport/Travel,0 days 00:19:19.571428571
684,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,7.7,Missing_val,0 days 00:19:19.571428571
685,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Islamabad,12.2,Missing_val,0 days 00:19:19.571428571
686,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Islamabad,Islamabad,1.4,Missing_val,0 days 00:19:19.571428571
687,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Islamabad,Unknown Location,20.2,Missing_val,0 days 00:19:19.571428571
688,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Islamabad,9.8,Missing_val,0 days 00:19:19.571428571
689,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Islamabad,Unknown Location,6.3,Missing_val,0 days 00:19:19.571428571
690,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Islamabad,4.9,Missing_val,0 days 00:19:19.571428571
691,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Islamabad,Islamabad,1.5,Missing_val,0 days 00:19:19.571428571
692,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Islamabad,Unknown Location,10.9,Missing_val,0 days 00:19:19.571428571
693,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,19.0,Missing_val,0 days 00:19:19.571428571
694,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,19.0,Missing_val,0 days 00:19:19.571428571
695,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,R?walpindi,7.9,Missing_val,0 days 00:19:19.571428571
696,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,R?walpindi,R?walpindi,4.1,Missing_val,0 days 00:19:19.571428571
697,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,R?walpindi,Unknown Location,18.7,Missing_val,0 days 00:19:19.571428571
698,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Noorpur Shahan,8.7,Missing_val,0 days 00:19:19.571428571
699,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Noorpur Shahan,Unknown Location,7.5,Missing_val,0 days 00:19:19.571428571
700,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Noorpur Shahan,7.7,Missing_val,0 days 00:19:19.571428571
701,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Noorpur Shahan,Islamabad,4.4,Missing_val,0 days 00:19:19.571428571
702,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Islamabad,Unknown Location,5.0,Missing_val,0 days 00:19:19.571428571
703,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,1.9,Missing_val,0 days 00:19:19.571428571
704,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,7.9,Missing_val,0 days 00:19:19.571428571
705,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,17.7,Missing_val,0 days 00:19:19.571428571
706,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,25.2,Missing_val,0 days 00:19:19.571428571
707,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,96.2,Missing_val,0 days 00:19:19.571428571
708,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,35.0,Missing_val,0 days 00:19:19.571428571
709,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,5.5,Missing_val,0 days 00:19:19.571428571
710,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,50.4,Missing_val,0 days 00:19:19.571428571
711,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Lahore,9.2,Missing_val,0 days 00:19:19.571428571
712,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Lahore,Unknown Location,7.3,Missing_val,0 days 00:19:19.571428571
713,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,5.0,Missing_val,0 days 00:19:19.571428571
714,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,3.8,Missing_val,0 days 00:19:19.571428571
715,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Lahore,3.9,Missing_val,0 days 00:19:19.571428571
716,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Lahore,Lahore,7.4,Missing_val,0 days 00:19:19.571428571
717,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Lahore,Lahore,1.5,Missing_val,0 days 00:19:19.571428571
718,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Lahore,Unknown Location,7.9,Missing_val,0 days 00:19:19.571428571
719,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Lahore,2.9,Missing_val,0 days 00:19:19.571428571
720,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Lahore,Lahore,3.4,Missing_val,0 days 00:19:19.571428571
721,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Lahore,Lahore,3.8,Missing_val,0 days 00:19:19.571428571
722,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Lahore,Unknown Location,5.9,Missing_val,0 days 00:19:19.571428571
723,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Lahore,9.6,Missing_val,0 days 00:19:19.571428571
724,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Lahore,Lahore,7.0,Missing_val,0 days 00:19:19.571428571
725,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Lahore,Lahore,0.9,Missing_val,0 days 00:19:19.571428571
726,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Lahore,Unknown Location,86.6,Missing_val,0 days 00:19:19.571428571
727,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,156.9,Missing_val,0 days 00:19:19.571428571
728,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Noorpur Shahan,10.1,Missing_val,0 days 00:19:19.571428571
729,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Noorpur Shahan,Islamabad,6.2,Missing_val,0 days 00:19:19.571428571
730,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Islamabad,Islamabad,5.3,Missing_val,0 days 00:19:19.571428571
731,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Islamabad,Unknown Location,12.1,Missing_val,0 days 00:19:19.571428571
732,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Islamabad,10.8,Missing_val,0 days 00:19:19.571428571
733,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Islamabad,Islamabad,4.3,Missing_val,0 days 00:19:19.571428571
734,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Islamabad,Islamabad,2.5,Missing_val,0 days 00:19:19.571428571
735,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Islamabad,Unknown Location,5.7,Temporary Site,0 days 00:19:19.571428571
736,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Islamabad,2.8,Missing_val,0 days 00:19:19.571428571
737,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Islamabad,Unknown Location,4.0,Missing_val,0 days 00:19:19.571428571
738,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Islamabad,5.5,Missing_val,0 days 00:19:19.571428571
739,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Islamabad,Islamabad,2.6,Missing_val,0 days 00:19:19.571428571
740,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,2.1,Missing_val,0 days 00:19:19.571428571
741,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Islamabad,8.8,Missing_val,0 days 00:19:19.571428571
742,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Islamabad,Islamabad,4.4,Missing_val,0 days 00:19:19.571428571
743,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Islamabad,Unknown Location,5.3,Missing_val,0 days 00:19:19.571428571
744,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,13.0,Missing_val,0 days 00:19:19.571428571
745,2016-09-01 11:51:00,2016-09-01 12:24:00,Business,Unknown Location,Islamabad,13.0,Missing_val,0 days 00:33:00
746,2016-09-01 17:21:00,2016-09-01 17:36:00,Business,Islamabad,Unknown Location,10.6,Missing_val,0 days 00:15:00
747,2016-09-01 18:49:00,2016-09-01 19:08:00,Business,Unknown Location,Unknown Location,2.2,Missing_val,0 days 00:19:00
748,2016-09-02 11:37:00,2016-09-02 12:24:00,Business,Unknown Location,Islamabad,9.2,Missing_val,0 days 00:47:00
749,2016-09-02 18:56:00,2016-09-02 19:37:00,Business,Unknown Location,Unknown Location,12.9,Missing_val,0 days 00:41:00
750,2016-09-05 10:25:00,2016-09-05 10:44:00,Business,Unknown Location,R?walpindi,17.2,Missing_val,0 days 00:19:00
751,2016-09-06 17:49:00,2016-09-06 17:49:00,Business,Unknown Location,Unknown Location,69.1,Missing_val,0 days 00:00:00
752,2016-09-10 10:28:00,2016-09-10 10:45:00,Business,Unknown Location,Unknown Location,2.8,Missing_val,0 days 00:17:00
753,2016-09-11 09:51:00,2016-09-11 09:55:00,Business,Unknown Location,Unknown Location,8.6,Missing_val,0 days 00:04:00
754,2016-09-11 21:40:00,2016-09-11 21:42:00,Business,Unknown Location,Unknown Location,9.8,Missing_val,0 days 00:02:00
755,2016-09-12 08:07:00,2016-09-12 08:12:00,Business,Unknown Location,Unknown Location,3.6,Missing_val,0 days 00:05:00
756,2016-09-12 11:15:00,2016-09-12 11:24:00,Business,Unknown Location,Unknown Location,1.7,Missing_val,0 days 00:09:00
757,2016-09-12 13:04:00,2016-09-12 13:44:00,Business,Unknown Location,Unknown Location,11.5,Missing_val,0 days 00:40:00
758,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,0.7,Missing_val,0 days 00:19:19.571428571
759,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,0.7,Missing_val,0 days 00:19:19.571428571
760,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,0.9,Missing_val,0 days 00:19:19.571428571
761,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,1.6,Missing_val,0 days 00:19:19.571428571
762,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,9.4,Missing_val,0 days 00:19:19.571428571
763,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,R?walpindi,Unknown Location,18.2,Missing_val,0 days 00:19:19.571428571
764,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Islamabad,10.5,Missing_val,0 days 00:19:19.571428571
765,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Islamabad,Unknown Location,5.7,Missing_val,0 days 00:19:19.571428571
766,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,18.0,Missing_val,0 days 00:19:19.571428571
767,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Islamabad,18.3,Missing_val,0 days 00:19:19.571428571
768,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Islamabad,Unknown Location,16.5,Missing_val,0 days 00:19:19.571428571
769,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,R?walpindi,9.6,Missing_val,0 days 00:19:19.571428571
770,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Karachi,Karachi,2.9,Missing_val,0 days 00:19:19.571428571
771,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Karachi,Unknown Location,8.2,Missing_val,0 days 00:19:19.571428571
772,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,2.4,Missing_val,0 days 00:19:19.571428571
773,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,5.8,Missing_val,0 days 00:19:19.571428571
774,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Lahore,Lahore,9.8,Missing_val,0 days 00:19:19.571428571
775,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Lahore,Unknown Location,7.3,Missing_val,0 days 00:19:19.571428571
776,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,195.6,Missing_val,0 days 00:19:19.571428571
777,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Islamabad,Unknown Location,20.5,Missing_val,0 days 00:19:19.571428571
778,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Islamabad,12.6,Missing_val,0 days 00:19:19.571428571
779,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Islamabad,Islamabad,37.7,Missing_val,0 days 00:19:19.571428571
780,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Islamabad,Unknown Location,16.7,Missing_val,0 days 00:19:19.571428571
781,2016-10-03 17:09:00,2016-10-03 17:12:00,Business,Unknown Location,Islamabad,10.5,Missing_val,0 days 00:03:00
782,2016-10-03 18:17:00,2016-10-03 18:34:00,Business,Islamabad,Islamabad,2.8,Missing_val,0 days 00:17:00
783,2016-10-03 18:51:00,2016-10-03 19:01:00,Business,Islamabad,Islamabad,1.6,Missing_val,0 days 00:10:00
784,2016-10-03 22:04:00,2016-10-03 22:33:00,Business,Islamabad,Unknown Location,12.7,Missing_val,0 days 00:29:00
785,2016-10-04 09:50:00,2016-10-04 10:52:00,Business,Unknown Location,Unknown Location,28.6,Missing_val,0 days 01:02:00
786,2016-10-04 12:17:00,2016-10-04 12:18:00,Business,Unknown Location,Unknown Location,15.1,Missing_val,0 days 00:01:00
787,2016-10-06 08:49:00,2016-10-06 11:36:00,Business,Unknown Location,R?walpindi,17.9,Missing_val,0 days 02:47:00
788,2016-10-06 17:23:00,2016-10-06 17:40:00,Business,R?walpindi,Unknown Location,112.6,Missing_val,0 days 00:17:00
789,2016-10-06 18:37:00,2016-10-06 18:39:00,Business,Unknown Location,Unknown Location,18.4,Missing_val,0 days 00:02:00
790,2016-10-06 19:46:00,2016-10-06 20:26:00,Business,Unknown Location,Unknown Location,13.8,Missing_val,0 days 00:40:00
791,2016-10-07 10:56:00,2016-10-07 10:59:00,Business,Unknown Location,Lahore,33.2,Missing_val,0 days 00:03:00
792,2016-10-07 11:27:00,2016-10-07 11:50:00,Business,Lahore,Lahore,2.6,Missing_val,0 days 00:23:00
793,2016-10-07 13:52:00,2016-10-07 14:08:00,Business,Lahore,Unknown Location,5.8,Missing_val,0 days 00:16:00
794,2016-10-07 14:29:00,2016-10-07 15:11:00,Business,Unknown Location,Lahore,8.3,Missing_val,0 days 00:42:00
795,2016-10-07 15:47:00,2016-10-07 16:02:00,Business,Lahore,Lahore,2.4,Missing_val,0 days 00:15:00
796,2016-10-07 18:08:00,2016-10-07 18:27:00,Business,Lahore,Lahore,3.1,Missing_val,0 days 00:19:00
797,2016-10-07 18:33:00,2016-10-07 19:01:00,Business,Lahore,Lahore,6.1,Missing_val,0 days 00:28:00
798,2016-10-08 15:03:00,2016-10-08 15:03:00,Business,Karachi,Karachi,3.6,Missing_val,0 days 00:00:00
799,2016-10-08 18:15:00,2016-10-08 18:18:00,Business,Karachi,Unknown Location,8.0,Missing_val,0 days 00:03:00
800,2016-10-09 14:04:00,2016-10-09 14:23:00,Business,Unknown Location,Unknown Location,7.7,Temporary Site,0 days 00:19:00
801,2016-10-10 17:22:00,2016-10-10 17:28:00,Business,Islamabad,Islamabad,1.7,Missing_val,0 days 00:06:00
802,2016-10-10 17:33:00,2016-10-10 18:13:00,Business,Islamabad,Unknown Location,9.5,Missing_val,0 days 00:40:00
803,2016-10-11 01:27:00,2016-10-11 02:08:00,Business,Unknown Location,R?walpindi,17.1,Meeting,0 days 00:41:00
804,2016-10-12 19:18:00,2016-10-12 19:21:00,Business,R?walpindi,Unknown Location,18.4,Missing_val,0 days 00:03:00
805,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Islamabad,9.8,Missing_val,0 days 00:19:19.571428571
806,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Islamabad,Islamabad,1.0,Missing_val,0 days 00:19:19.571428571
807,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Islamabad,Islamabad,0.7,Missing_val,0 days 00:19:19.571428571
808,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Islamabad,Islamabad,2.3,Missing_val,0 days 00:19:19.571428571
809,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Islamabad,Unknown Location,10.9,Missing_val,0 days 00:19:19.571428571
810,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,R?walpindi,12.7,Missing_val,0 days 00:19:19.571428571
811,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,R?walpindi,Unknown Location,12.4,Missing_val,0 days 00:19:19.571428571
812,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,3.8,Missing_val,0 days 00:19:19.571428571
813,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,R?walpindi,17.0,Meeting,0 days 00:19:19.571428571
814,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Morrisville,6.2,Missing_val,0 days 00:19:19.571428571
815,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Cary,3.1,Missing_val,0 days 00:19:19.571428571
816,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Durham,10.5,Meeting,0 days 00:19:19.571428571
817,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Durham,Morrisville,8.1,Missing_val,0 days 00:19:19.571428571
818,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Cary,3.1,Missing_val,0 days 00:19:19.571428571
819,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Whitebridge,Parkway,2.1,Meeting,0 days 00:19:19.571428571
820,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Morrisville,4.3,Missing_val,0 days 00:19:19.571428571
821,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Cary,2.5,Meal/Entertain,0 days 00:19:19.571428571
822,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Raleigh,20.6,Missing_val,0 days 00:19:19.571428571
823,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Raleigh,Cary,17.6,Missing_val,0 days 00:19:19.571428571
824,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Apex,5.6,Missing_val,0 days 00:19:19.571428571
825,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Apex,Apex,3.3,Missing_val,0 days 00:19:19.571428571
826,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Apex,Cary,5.3,Missing_val,0 days 00:19:19.571428571
827,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Whitebridge,Edgehill Farms,3.3,Missing_val,0 days 00:19:19.571428571
828,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Edgehill Farms,Whitebridge,3.3,Missing_val,0 days 00:19:19.571428571
829,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Morrisville,7.9,Temporary Site,0 days 00:19:19.571428571
830,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Oakland,Emeryville,13.0,Missing_val,0 days 00:19:19.571428571
831,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Emeryville,Berkeley,3.0,Missing_val,0 days 00:19:19.571428571
832,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Berkeley,Emeryville,3.0,Missing_val,0 days 00:19:19.571428571
833,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Emeryville,Oakland,3.8,Missing_val,0 days 00:19:19.571428571
834,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Oakland,San Francisco,9.5,Missing_val,0 days 00:19:19.571428571
835,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,SOMISSPO,French Quarter,1.7,Missing_val,0 days 00:19:19.571428571
836,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,San Francisco,Berkeley,10.8,Missing_val,0 days 00:19:19.571428571
837,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,West Berkeley,North Berkeley Hills,4.1,Missing_val,0 days 00:19:19.571428571
838,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,North Berkeley Hills,Southside,2.2,Missing_val,0 days 00:19:19.571428571
839,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Berkeley,Emeryville,4.6,Missing_val,0 days 00:19:19.571428571
840,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Emeryville,Berkeley,3.1,Missing_val,0 days 00:19:19.571428571
841,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Berkeley,San Jose,47.7,Missing_val,0 days 00:19:19.571428571
842,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,San Jose,Emeryville,44.6,Missing_val,0 days 00:19:19.571428571
